지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,적설(cm),3시간신적설(cm)
112,인천,2024-09-26 13:00,26.7,,,9,2.4,,230,,63,,22,19,1005.1,,1012.9,,,
112,인천,2024-09-26 14:00,27.2,,,9,2.7,,250,,65,,23.4,20,1004.3,,1012.1,,,
112,인천,2024-09-26 15:00,26.6,,,9,3.6,,250,,65,,22.5,19.4,1004,,1011.8,,,
112,인천,2024-09-26 16:00,26.6,,,9,2.6,,270,,67,,23.2,19.9,1003.9,,1011.7,,,
112,인천,2024-09-26 17:00,25.9,,,9,2.4,,270,,70,,23.4,20,1004,,1011.8,,,
112,인천,2024-09-26 18:00,24.5,,,9,2.3,,290,,69,,21.2,18.4,1004.1,,1011.9,,,
112,인천,2024-09-26 19:00,23.5,,,9,1.3,,270,,75,,21.7,18.8,1004.3,,1012.2,,,
112,인천,2024-09-26 20:00,23.2,,,9,2.3,,270,,79,,22.4,19.3,1005.1,,1013,,,
112,인천,2024-09-26 21:00,22.8,,,9,1.9,,270,,77,,21.3,18.5,1005.2,,1013.1,,,
112,인천,2024-09-26 22:00,22.6,,,9,1.4,,230,,78,,21.3,18.5,1005.2,,1013.1,,,
112,인천,2024-09-26 23:00,22.4,,,9,0.7,,290,,79,,21.3,18.5,1005.3,,1013.2,,,
112,인천,2024-09-27 0:00,22.1,,,9,1.9,,290,,84,,22.2,19.2,1005.2,,1013.1,,,
112,인천,2024-09-27 1:00,21.3,,,,2.3,,90,,80,,20.2,17.7,1005.3,,1013.3,,,
112,인천,2024-09-27 2:00,20.8,,,,2,,70,,84,,20.5,17.9,1005,,1013,,,
112,인천,2024-09-27 3:00,20.7,,,,2,,360,,87,,21.2,18.4,1004.7,,1012.7,,,
112,인천,2024-09-27 4:00,20.3,,,,2.6,,340,,88,,20.9,18.2,1004.8,,1012.8,,,
112,인천,2024-09-27 5:00,19.9,,,,2.3,,360,,88,,20.4,17.8,1005.2,,1013.2,,,
112,인천,2024-09-27 6:00,19.5,,,,2.4,,50,,89,,20.1,17.6,1005.4,,1013.4,,,
112,인천,2024-09-27 7:00,19.5,,,,2.3,,90,,90,,20.4,17.8,1006,,1014,,,
112,인천,2024-09-27 8:00,20.3,,,,1.4,,20,,89,,21.2,18.4,1006.5,,1014.5,,,
112,인천,2024-09-27 9:00,21.5,,,,1.4,,320,,84,,21.4,18.6,1006.8,,1014.8,,,
112,인천,2024-09-27 10:00,22.6,,,,1.7,,290,,81,,22.1,19.1,1006.9,,1014.8,,,
112,인천,2024-09-27 11:00,23.8,,,,2.7,,290,,76,,22.4,19.3,1006.6,,1014.5,,,
112,인천,2024-09-27 12:00,24.7,,,,2.7,,360,,73,,22.7,19.5,1006.2,,1014,,,
112,인천,2024-09-27 13:00,26,,,,2.1,,20,,66,,22.1,19.1,1005.7,,1013.6,,,
112,인천,2024-09-27 14:00,26.1,,,,2.4,,90,,63,,21.2,18.4,1005.3,,1013.2,,,
112,인천,2024-09-27 15:00,26.6,,,,2.1,,340,,59,,20.5,17.9,1004.9,,1012.7,,,
112,인천,2024-09-27 16:00,26.6,,,,3.5,,70,,59,,20.5,17.9,1004.9,,1012.7,,,
112,인천,2024-09-27 17:00,26.5,,,,3.5,,360,,56,,19.4,17,1005.1,,1012.9,,,
112,인천,2024-09-27 18:00,25.6,,,,4.3,,200,,59,,19.2,16.9,1005.6,,1013.5,,,
112,인천,2024-09-27 19:00,24.5,,,,2.8,,70,,63,,19.2,16.9,1006.1,,1013.9,,,
112,인천,2024-09-27 20:00,23.5,,,,2.3,,50,,66,,19,16.7,1006.8,,1014.7,,,
112,인천,2024-09-27 21:00,22.8,,,,2.4,,70,,67,,18.5,16.3,1007.3,,1015.2,,,
112,인천,2024-09-27 22:00,22.2,,,,2.1,,50,,69,,18.4,16.2,1007.4,,1015.4,,,
112,인천,2024-09-27 23:00,21.6,,,,2.4,,50,,70,,17.9,15.8,1007.8,,1015.8,,,
112,인천,2024-09-28 0:00,20.8,,,,2,,50,,73,,17.8,15.7,1007.9,,1015.9,,,
112,인천,2024-09-28 1:00,20,,,,2.6,,50,,77,,17.9,15.8,1008.1,,1016.2,,,
112,인천,2024-09-28 2:00,19.7,,,,1.7,,20,,77,,17.6,15.5,1008.2,,1016.2,,,
112,인천,2024-09-28 3:00,19.8,,,,1.7,,50,,75,,17.3,15.2,1008.3,,1016.3,,,
112,인천,2024-09-28 4:00,18.9,,,,2.4,,90,,78,,16.9,14.9,1008.6,,1016.6,,,
112,인천,2024-09-28 5:00,18.6,,,,2.4,,50,,80,,17,15,1009,,1017.1,,,
112,인천,2024-09-28 6:00,18.6,,,,1.9,,50,,79,,16.8,14.8,1009.5,,1017.6,,,
112,인천,2024-09-28 7:00,19.5,,,,2.7,,70,,73,,16.5,14.5,1009.9,,1017.9,,,
112,인천,2024-09-28 8:00,21,,,,3.4,,70,,67,,16.6,14.6,1010.4,,1018.4,,,
112,인천,2024-09-28 9:00,22.7,,,,3.2,,90,,59,,16.2,14.2,1010.6,,1018.6,,,
112,인천,2024-09-28 10:00,23.9,,,,4,,70,,54,,16,14,1010.9,,1018.8,,,
112,인천,2024-09-28 11:00,24.8,,,,3.5,,70,,54,,16.8,14.8,1010.8,,1018.7,,,
112,인천,2024-09-28 12:00,26.2,,,,2.9,,90,,51,,17.3,15.2,1010.2,,1018.1,,,
112,인천,2024-09-28 13:00,27.1,,,,2.8,,90,,52,,18.5,16.3,1009.9,,1017.8,,,
112,인천,2024-09-28 14:00,27.8,,,,2.5,,70,,49,,18.3,16.1,1009.6,,1017.4,,,
112,인천,2024-09-28 15:00,26.9,,,,2.4,,90,,52,,18.4,16.2,1009.6,,1017.5,,,
112,인천,2024-09-28 16:00,27,,,,3,,90,,51,,18.1,15.9,1009.5,,1017.4,,,
112,인천,2024-09-28 17:00,26.5,,,,2.9,,90,,52,,17.9,15.8,1009.7,,1017.6,,,
112,인천,2024-09-28 18:00,25.9,,,,2.9,,70,,54,,17.9,15.8,1009.9,,1017.8,,,
112,인천,2024-09-28 19:00,25.2,,,,2.8,,90,,57,,18.2,16,1010.3,,1018.2,,,
112,인천,2024-09-28 20:00,24.8,,,,3.4,,70,,57,,17.7,15.6,1011,,1018.9,,,
112,인천,2024-09-28 21:00,24.1,,,,2.8,,90,,58,,17.4,15.3,1011.2,,1019.1,,,
112,인천,2024-09-28 22:00,23.6,,,,3.1,,90,,58,,16.8,14.8,1011.9,,1019.8,,,
112,인천,2024-09-28 23:00,23.1,,,,2.8,,90,,60,,16.9,14.9,1012.1,,1020.1,,,
112,인천,2024-09-29 0:00,22.6,,,,2.9,,90,,61,,16.6,14.6,1012.2,,1020.2,,,
112,인천,2024-09-29 1:00,22.1,,,,2.6,,70,,62,,16.4,14.4,1012.1,,1020.1,,,
112,인천,2024-09-29 2:00,21.7,,,,2.8,,90,,63,,16.3,14.3,1012,,1020,,,
112,인천,2024-09-29 3:00,21.2,,,,2.3,,90,,64,,16.1,14.1,1012.2,,1020.2,,,
112,인천,2024-09-29 4:00,20.8,,,,3,,70,,64,,15.7,13.7,1012.3,,1020.4,,,
112,인천,2024-09-29 5:00,20.5,,,,2.5,,90,,65,,15.6,13.6,1012.5,,1020.6,,,
112,인천,2024-09-29 6:00,20.2,,,,2.8,,90,,65,,15.4,13.4,1013.1,,1021.2,,,
112,인천,2024-09-29 7:00,20.1,,,,2.5,,90,,67,,15.7,13.7,1013.4,,1021.5,,,
112,인천,2024-09-29 8:00,21.5,,,,2.6,,90,,64,,16.3,14.3,1013.3,,1021.3,,,
112,인천,2024-09-29 9:00,23.6,,,,2.1,,90,,62,,17.9,15.8,1013.3,,1021.2,,,
112,인천,2024-09-29 10:00,25.3,,,,2.7,,140,,56,,17.9,15.8,1012.8,,1020.7,,,
112,인천,2024-09-29 11:00,26.6,,,,3.1,,140,,53,,18.4,16.2,1012.6,,1020.5,,,
112,인천,2024-09-29 12:00,27.8,,,,3.2,,140,,53,,19.7,17.3,1012.1,,1019.9,,,
112,인천,2024-09-29 13:00,28.1,,,,2.5,,110,,51,,19.4,17,1011.2,,1019,,,
112,인천,2024-09-29 14:00,27.8,,,,2.2,,90,,51,,19,16.7,1010.5,,1018.3,,,
112,인천,2024-09-29 15:00,27,,,,1.9,,110,,51,,18.1,15.9,1010,,1017.9,,,
112,인천,2024-09-29 16:00,27.3,,,,1.4,,250,,54,,19.5,17.1,1009.9,,1017.7,,,
112,인천,2024-09-29 17:00,26.9,,,,2.6,,270,,54,,19,16.7,1010.3,,1018.2,,,
112,인천,2024-09-29 18:00,26.3,,,,2,,290,,65,,22.1,19.1,1010.3,,1018.2,,,
112,인천,2024-09-29 19:00,24.7,,,,1.8,,320,,68,,21,18.3,1010.7,,1018.6,,,
112,인천,2024-09-29 20:00,24,,,,1.6,,320,,74,,22,19,1011,,1018.9,,,
112,인천,2024-09-29 21:00,23.9,,,,0.2,,0,,75,,22.1,19.1,1011.3,,1019.2,,,
112,인천,2024-09-29 22:00,23.8,,,,2.5,,140,,67,,19.6,17.2,1011.2,,1019.1,,,
112,인천,2024-09-29 23:00,23.3,,,,2.1,,160,,67,,19.1,16.8,1011.2,,1019.1,,,
112,인천,2024-09-30 0:00,22.7,,,,1.7,,140,,68,,18.6,16.4,1010.9,,1018.9,,,
112,인천,2024-09-30 1:00,21.9,,,,1.9,,110,,67,,17.5,15.4,1010.8,,1018.8,,,
112,인천,2024-09-30 2:00,21.4,,,,2.7,,140,,67,,17,15,1010.8,,1018.8,,,
112,인천,2024-09-30 3:00,20.8,,,,1.7,,110,,68,,16.6,14.6,1010.6,,1018.6,,,
112,인천,2024-09-30 4:00,20.3,,,,2.5,,110,,67,,15.9,13.9,1010.4,,1018.5,,,
112,인천,2024-09-30 5:00,20.1,,,,2.2,,110,,66,,15.5,13.5,1010.1,,1018.2,,,
112,인천,2024-09-30 6:00,19.7,,,,0.9,,110,,65,,14.9,12.9,1010.2,,1018.2,,,
112,인천,2024-09-30 7:00,19.4,,,,1,,90,,67,,15.1,13.1,1010.2,,1018.2,,,
112,인천,2024-09-30 8:00,21.2,,,,1.5,,140,,64,,16.1,14.1,1009.8,,1017.8,,,
112,인천,2024-09-30 9:00,23.5,,,,1.9,,160,,54,,15.6,13.6,1010,,1017.9,,,
112,인천,2024-09-30 10:00,23.5,,,,1.8,,140,,56,,16.2,14.2,1009.7,,1017.6,,,
112,인천,2024-09-30 11:00,25.9,,,,2.1,,160,,49,,16.3,14.3,1009.2,,1017.1,,,
112,인천,2024-09-30 12:00,27,,,,1.3,,180,,50,,17.7,15.6,1008.4,,1016.2,,,
112,인천,2024-09-30 13:00,26.4,,,,2.9,,230,,52,,17.8,15.7,1007.8,,1015.7,,,
112,인천,2024-09-30 14:00,26.5,,,,3.4,,230,,54,,18.6,16.4,1007.1,,1015,,,
112,인천,2024-09-30 15:00,26.4,,,,3.1,,250,,56,,19.2,16.9,1006.5,,1014.3,,,
112,인천,2024-09-30 16:00,26,,,,3,,230,,51,,17,15,1006.1,,1014,,,
112,인천,2024-09-30 17:00,25.3,,,,3.1,,230,,56,,17.9,15.8,1005.7,,1013.6,,,
112,인천,2024-09-30 18:00,24.3,,,,2,,270,,63,,19,16.7,1005.6,,1013.5,,,
112,인천,2024-09-30 19:00,23.6,,,,2.2,,250,,65,,18.9,16.6,1005.5,,1013.4,,,
112,인천,2024-09-30 20:00,23.3,,,,1.9,,250,,65,,18.5,16.3,1005.7,,1013.6,,,
112,인천,2024-09-30 21:00,23,,,,1.5,,270,,69,,19.2,16.9,1005.9,,1013.8,,,
112,인천,2024-09-30 22:00,22.7,,,,1.5,,250,,73,,20.1,17.6,1005.7,,1013.6,,,
112,인천,2024-09-30 23:00,22.6,,,,1.3,,200,,75,,20.5,17.9,1005.1,,1013,,,
112,인천,2024-10-01 0:00,22.8,,,,1.7,,200,,80,,22.1,19.1,1004.5,,1012.4,,,
112,인천,2024-10-01 1:00,22.7,,,,1.5,,200,,79,,21.7,18.8,1003.7,,1011.6,,,
112,인천,2024-10-01 2:00,22.3,,,,2.8,,180,,80,,21.4,18.6,1003.3,,1011.2,,,
112,인천,2024-10-01 3:00,21.9,,,,2.7,,180,,84,,22,19,1002.6,,1010.5,,,
112,인천,2024-10-01 4:00,21.7,,,,3.2,,180,,81,,20.9,18.2,1001.8,,1009.7,,,
112,인천,2024-10-01 5:00,21.6,,0,,4.4,,180,,83,,21.3,18.5,1001.1,,1009,,,
112,인천,2024-10-01 6:00,21.3,,2.2,,3.3,,250,,89,,22.5,19.4,1001.7,,1009.7,,,
112,인천,2024-10-01 7:00,21.3,,,9,3.5,,320,,89,,22.5,19.4,1002,,1010,,,
112,인천,2024-10-01 8:00,20.4,,0,,3.4,,290,,87,,20.8,18.1,1002.2,,1010.2,,,
112,인천,2024-10-01 9:00,19.5,,0,,3.8,,290,,83,,18.8,16.5,1002.9,,1010.9,,,
112,인천,2024-10-01 10:00,19.3,,0,,4.8,,290,,79,,17.6,15.5,1003.5,,1011.5,,,
112,인천,2024-10-01 11:00,18.6,,,9,4.1,,290,,74,,15.8,13.8,1003.7,,1011.7,,,
112,인천,2024-10-01 12:00,18.4,,,9,4.2,,270,,68,,14.3,12.3,1004,,1012,,,
112,인천,2024-10-01 13:00,19,,0,,3.1,,290,,69,,15.1,13.1,1003.7,,1011.7,,,
112,인천,2024-10-01 14:00,19,,0,,3.3,,270,,69,,15.1,13.1,1003.7,,1011.7,,,
112,인천,2024-10-01 15:00,19,,,9,2.8,,270,,64,,14,12,1003.4,,1011.4,,,
112,인천,2024-10-01 16:00,19.8,,,9,4.4,,270,,50,,11.5,9,1003.4,,1011.4,,,
112,인천,2024-10-01 17:00,19.5,,,9,3.1,,270,,51,,11.5,9,1003.8,,1011.8,,,
112,인천,2024-10-01 18:00,18.4,,,9,4.2,,270,,40,,8.4,4.5,1004.5,,1012.5,,,
112,인천,2024-10-01 19:00,17.2,,,9,4.8,,290,,46,,9,5.4,1005.4,,1013.5,,,
112,인천,2024-10-01 20:00,16.3,,,9,5.4,,250,,52,,9.6,6.4,1006.1,,1014.2,,,
112,인천,2024-10-01 21:00,15.4,,,9,5.2,,290,,60,,10.4,7.6,1007.1,,1015.3,,,
112,인천,2024-10-01 22:00,14.9,,,9,2.8,,290,,63,,10.6,7.9,1008,,1016.2,,,
112,인천,2024-10-01 23:00,14.7,,,9,2.5,,290,,63,,10.5,7.7,1007.9,,1016.1,,,
112,인천,2024-10-02 0:00,14.4,,,9,2.3,,290,,62,,10.2,7.2,1007.9,,1016.1,,,
112,인천,2024-10-02 1:00,14.2,,,,2.3,,320,,63,,10.2,7.2,1007.7,,1015.9,,,
112,인천,2024-10-02 2:00,14.2,,,,2.6,,270,,64,,10.3,7.4,1008.1,,1016.3,,,
112,인천,2024-10-02 3:00,13.7,,,,2.7,,360,,63,,9.8,6.7,1008.3,,1016.5,,,
112,인천,2024-10-02 4:00,13.6,,,,4.2,,70,,58,,9,5.4,1008.4,,1016.6,,,
112,인천,2024-10-02 5:00,12.9,,,,3.9,,230,,61,,9,5.5,1008.9,,1017.2,,,
112,인천,2024-10-02 6:00,12.5,,,,3.9,,110,,57,,8.2,4.1,1009.3,,1017.6,,,
112,인천,2024-10-02 7:00,12.4,,,,2.9,,270,,61,,8.7,5,1010.1,,1018.4,,,
112,인천,2024-10-02 8:00,12.9,,,,3.4,,90,,59,,8.7,5,1011,,1019.3,,,
112,인천,2024-10-02 9:00,14.7,,,,3.8,,290,,52,,8.7,4.9,1011.2,,1019.4,,,
112,인천,2024-10-02 10:00,15.5,,,,3.2,,180,,50,,8.8,5.1,1011.6,,1019.8,,,
112,인천,2024-10-02 11:00,16.2,,,,3.7,,290,,46,,8.4,4.5,1012,,1020.2,,,
112,인천,2024-10-02 12:00,17.3,,,,2.8,,50,,42,,8.2,4.2,1011.8,,1019.9,,,
112,인천,2024-10-02 13:00,17.5,,,,4.4,,270,,43,,8.5,4.7,1011,,1019.1,,,
112,인천,2024-10-02 14:00,18,,,,4.7,,340,,37,,7.6,3,1010.7,,1018.8,,,
112,인천,2024-10-02 15:00,18.4,,,,3.8,,270,,35,,7.4,2.6,1010.4,,1018.5,,,
112,인천,2024-10-02 16:00,18.7,,,,3.6,,320,,33,,7.1,2,1010.4,,1018.5,,,
112,인천,2024-10-02 17:00,18.3,,,,3,,320,,32,,6.7,1.2,1010.7,,1018.8,,,
112,인천,2024-10-02 18:00,17.1,,,,3.3,,50,,34,,6.6,1,1011.1,,1019.2,,,
112,인천,2024-10-02 19:00,15.8,,,,3,,110,,36,,6.4,0.7,1011.8,,1020,,,
112,인천,2024-10-02 20:00,15.4,,,,3.7,,110,,33,,5.8,-0.8,1012.6,,1020.8,,,
112,인천,2024-10-02 21:00,14.8,,,,3.4,,70,,38,,6.3,0.5,1013.2,,1021.4,,,
112,인천,2024-10-02 22:00,14.2,,,,3,,140,,47,,7.6,3,1013.7,,1022,,,
112,인천,2024-10-02 23:00,13.5,,,,3,,70,,46,,7.1,2,1013.9,,1022.2,,,
112,인천,2024-10-03 0:00,13,,,,2.8,,70,,48,,7.2,2.2,1014,,1022.3,,,
112,인천,2024-10-03 1:00,12.8,,,,2.7,,70,,50,,7.4,2.6,1013.9,,1022.2,,,
112,인천,2024-10-03 2:00,12.4,,,,2.7,,20,,53,,7.6,3,1013.9,,1022.2,,,
112,인천,2024-10-03 3:00,12.1,,,,2.3,,50,,56,,7.8,3.5,1013.8,,1022.1,,,
112,인천,2024-10-03 4:00,11.7,,,,2.4,,50,,59,,8.1,3.9,1013.8,,1022.2,,,
112,인천,2024-10-03 5:00,11.4,,,,2.4,,70,,65,,8.7,5,1014,,1022.4,,,
112,인천,2024-10-03 6:00,11.1,,,,2.2,,50,,67,,8.8,5.1,1014.5,,1022.9,,,
112,인천,2024-10-03 7:00,11,,,,1.6,,20,,71,,9.3,5.9,1014.7,,1023.1,,,
112,인천,2024-10-03 8:00,12.9,,,,1.6,,70,,70,,10.4,7.5,1014.8,,1023.1,,,
112,인천,2024-10-03 9:00,14.9,,,,1.8,,20,,63,,10.6,7.9,1015,,1023.3,,,
112,인천,2024-10-03 10:00,17.9,,,,2.6,,70,,56,,11.4,8.9,1015,,1023.1,,,
112,인천,2024-10-03 11:00,19.2,,,,2.6,,70,,52,,11.5,9,1014.8,,1022.9,,,
112,인천,2024-10-03 12:00,20.6,,,,1.7,,70,,47,,11.3,8.8,1014.3,,1022.4,,,
112,인천,2024-10-03 13:00,22,,,,1.9,,160,,42,,11,8.4,1013.8,,1021.8,,,
112,인천,2024-10-03 14:00,21.4,,,,2.3,,270,,45,,11.4,8.9,1013.2,,1021.2,,,
112,인천,2024-10-03 15:00,21.6,,,,3.3,,230,,47,,12,9.7,1013.3,,1021.3,,,
112,인천,2024-10-03 16:00,20.2,,,,2.4,,250,,53,,12.5,10.3,1013.2,,1021.3,,,
112,인천,2024-10-03 17:00,19.8,,,,2.9,,270,,53,,12.2,9.9,1013.4,,1021.4,,,
112,인천,2024-10-03 18:00,19.9,,,,1.1,,250,,49,,11.3,8.8,1013.4,,1021.5,,,
112,인천,2024-10-03 19:00,18.9,,,,1.6,,270,,54,,11.7,9.3,1013.4,,1021.5,,,
112,인천,2024-10-03 20:00,18,,,,2.6,,160,,63,,12.9,10.8,1013.9,,1022,,,
112,인천,2024-10-03 21:00,17,,,,1.5,,140,,67,,12.9,10.8,1014.3,,1022.5,,,
112,인천,2024-10-03 22:00,16.3,,,,2.4,,160,,69,,12.7,10.5,1014.6,,1022.8,,,
112,인천,2024-10-03 23:00,15.6,,,,0.8,,110,,68,,12,9.7,1014.4,,1022.6,,,
112,인천,2024-10-04 0:00,15,,,,1.1,,110,,72,,12.2,9.9,1014.2,,1022.5,,,
112,인천,2024-10-04 1:00,14.8,,,,1.5,,140,,74,,12.4,10.2,1014.6,,1022.8,,,
112,인천,2024-10-04 2:00,14.7,,,,1.2,,90,,73,,12.2,9.9,1015,,1023.2,,,
112,인천,2024-10-04 3:00,14.6,,,,0.7,,360,,75,,12.4,10.2,1015.4,,1023.7,,,
112,인천,2024-10-04 4:00,14.6,,,,1.2,,340,,79,,13,10.9,1015.9,,1024.2,,,
112,인천,2024-10-04 5:00,14.1,,,,1.4,,20,,82,,13.1,11,1016,,1024.3,,,
112,인천,2024-10-04 6:00,13.6,,,,1.6,,20,,83,,12.9,10.7,1016.5,,1024.8,,,
112,인천,2024-10-04 7:00,13.4,,,,2,,20,,81,,12.4,10.1,1016.6,,1024.9,,,
112,인천,2024-10-04 8:00,15,,,,1.9,,50,,77,,13,10.9,1016.9,,1025.2,,,
112,인천,2024-10-04 9:00,16.6,,,,1.2,,360,,70,,13.1,11,1017.3,,1025.5,,,
112,인천,2024-10-04 10:00,19,,,,2.5,,360,,59,,12.9,10.7,1017.2,,1025.3,,,
112,인천,2024-10-04 11:00,20,,,,2.7,,50,,47,,10.9,8.3,1017.3,,1025.4,,,
112,인천,2024-10-04 12:00,20.8,,,,2.8,,90,,42,,10.3,7.4,1016.9,,1025,,,
112,인천,2024-10-04 13:00,21.5,,,,2.5,,270,,38,,9.7,6.5,1016.1,,1024.2,,,
112,인천,2024-10-04 14:00,22,,,,2.8,,270,,38,,10,7,1015.5,,1023.5,,,
112,인천,2024-10-04 15:00,22.4,,,,2,,270,,37,,9.9,6.9,1015.3,,1023.3,,,
112,인천,2024-10-04 16:00,22.2,,,,2.7,,290,,39,,10.4,7.5,1015,,1023,,,
112,인천,2024-10-04 17:00,21.3,,,,2.8,,290,,44,,11.1,8.5,1014.9,,1023,,,
112,인천,2024-10-04 18:00,20,,,,3.2,,270,,49,,11.4,8.9,1014.9,,1023,,,
112,인천,2024-10-04 19:00,18.9,,,,3.2,,290,,55,,11.9,9.6,1015.3,,1023.4,,,
112,인천,2024-10-04 20:00,18.3,,,,2.6,,290,,60,,12.5,10.3,1015.8,,1023.9,,,
112,인천,2024-10-04 21:00,17.9,,,,2.3,,290,,65,,13.3,11.2,1016.1,,1024.3,,,
112,인천,2024-10-04 22:00,17.4,,,,2.1,,90,,63,,12.4,10.2,1016.2,,1024.4,,,
112,인천,2024-10-04 23:00,16.5,,,,0.9,,50,,64,,11.9,9.6,1016.3,,1024.5,,,
112,인천,2024-10-05 0:00,16.2,,,,1.5,,50,,65,,11.9,9.6,1016.2,,1024.4,,,
112,인천,2024-10-05 1:00,15.6,,,,1,,160,,66,,11.6,9.2,1016.2,,1024.5,,,
112,인천,2024-10-05 2:00,15.5,,,,2,,90,,69,,12.1,9.8,1016,,1024.3,,,
112,인천,2024-10-05 3:00,15.3,,,,2.4,,70,,71,,12.3,10,1016,,1024.3,,,
112,인천,2024-10-05 4:00,14.8,,,,2.2,,110,,73,,12.2,9.9,1015.8,,1024.1,,,
112,인천,2024-10-05 5:00,14.4,,,,1.9,,20,,77,,12.6,10.4,1015.7,,1024,,,
112,인천,2024-10-05 6:00,13.8,,,,1.2,,70,,76,,11.9,9.6,1015.9,,1024.2,,,
112,인천,2024-10-05 7:00,13.7,,,,1.8,,320,,83,,12.9,10.8,1016.1,,1024.4,,,
112,인천,2024-10-05 8:00,14.2,,,,1,,50,,81,,13,10.9,1016.4,,1024.7,,,
112,인천,2024-10-05 9:00,16.4,,,,1,,20,,71,,13.2,11.1,1016.6,,1024.8,,,
112,인천,2024-10-05 10:00,18.8,,,,1.3,,50,,62,,13.4,11.3,1016.7,,1024.8,,,
112,인천,2024-10-05 11:00,19.7,,,,1.9,,270,,60,,13.7,11.7,1016.3,,1024.4,,,
112,인천,2024-10-05 12:00,20.8,,,,1.8,,320,,48,,11.7,9.3,1015.6,,1023.7,,,
112,인천,2024-10-05 13:00,21.5,,,,2.2,,360,,45,,11.5,9,1015.1,,1023.2,,,
112,인천,2024-10-05 14:00,22.3,,,,2.6,,50,,41,,11,8.4,1014.4,,1022.4,,,
112,인천,2024-10-05 15:00,22.4,,,,3.2,,290,,38,,10.2,7.3,1013.9,,1021.9,,,
112,인천,2024-10-05 16:00,22.4,,,,3,,290,,38,,10.2,7.3,1013.9,,1021.9,,,
112,인천,2024-10-05 17:00,21.8,,,,2,,70,,38,,9.9,6.8,1013.9,,1021.9,,,
112,인천,2024-10-05 18:00,20.5,,,,2.5,,320,,39,,9.3,6,1014.1,,1022.2,,,
112,인천,2024-10-05 19:00,19.2,,,,2.4,,90,,43,,9.5,6.3,1013.8,,1021.9,,,
112,인천,2024-10-05 20:00,18.7,,,,2.3,,320,,55,,11.8,9.4,1014.3,,1022.4,,,
112,인천,2024-10-05 21:00,18.4,,,,2.2,,320,,64,,13.5,11.4,1014.6,,1022.7,,,
112,인천,2024-10-05 22:00,17.7,,,,2,,90,,60,,12.1,9.8,1014.3,,1022.4,,,
112,인천,2024-10-05 23:00,17,,,,1.3,,20,,58,,11.2,8.6,1014.5,,1022.7,,,
112,인천,2024-10-06 0:00,17,,,,2.1,,290,,57,,11,8.4,1014.4,,1022.6,,,
112,인천,2024-10-06 1:00,16.1,,,,1.1,,50,,61,,11.1,8.5,1014.1,,1022.3,,,
112,인천,2024-10-06 2:00,15.9,,,,1.5,,50,,68,,12.2,9.9,1013.8,,1022,,,
112,인천,2024-10-06 3:00,15.4,,,,1.7,,50,,70,,12.2,9.9,1013.5,,1021.7,,,
112,인천,2024-10-06 4:00,15.2,,,,1.8,,90,,68,,11.7,9.3,1013,,1021.3,,,
112,인천,2024-10-06 5:00,14.7,,,,1.9,,20,,74,,12.4,10.1,1013.2,,1021.4,,,
112,인천,2024-10-06 6:00,14.2,,,,2.4,,320,,77,,12.4,10.2,1013.3,,1021.6,,,
112,인천,2024-10-06 7:00,14.2,,,,2.6,,320,,75,,12.1,9.8,1013.9,,1022.2,,,
112,인천,2024-10-06 8:00,14.5,,,,1.8,,70,,74,,12.2,9.9,1013.9,,1022.1,,,
112,인천,2024-10-06 9:00,15.4,,,,1.3,,50,,71,,12.4,10.1,1014.3,,1022.6,,,
112,인천,2024-10-06 10:00,16,,,,1,,50,,70,,12.7,10.5,1014.4,,1022.6,,,
112,인천,2024-10-06 11:00,16.1,,,,1.4,,320,,71,,12.9,10.8,1013.9,,1022.1,,,
112,인천,2024-10-06 12:00,16.6,,,,1.1,,70,,70,,13.1,11,1013,,1021.2,,,
112,인천,2024-10-06 13:00,17,,0,,1.2,,90,,70,,13.5,11.4,1012.3,,1020.5,,,
112,인천,2024-10-06 14:00,17.4,,0.1,,1.8,,340,,77,,15.3,13.3,1011.5,,1019.6,,,
112,인천,2024-10-06 15:00,17.3,,0,,2.1,,320,,78,,15.4,13.4,1011.9,,1020,,,
112,인천,2024-10-06 16:00,16.9,,0,,0.8,,20,,77,,14.8,12.8,1012.3,,1020.5,,,
112,인천,2024-10-06 17:00,17,,0,,1.1,,340,,74,,14.3,12.3,1012,,1020.2,,,
112,인천,2024-10-06 18:00,16.7,,,9,0.7,,340,,72,,13.7,11.6,1012,,1020.2,,,
112,인천,2024-10-06 19:00,16.8,,,9,0.9,,20,,73,,13.9,11.9,1011.8,,1020,,,
112,인천,2024-10-06 20:00,16.4,,,9,1.5,,20,,73,,13.6,11.5,1011.8,,1020,,,
112,인천,2024-10-06 21:00,15.9,,,9,1.8,,20,,73,,13.1,11,1011.6,,1019.8,,,
112,인천,2024-10-06 22:00,15.5,,,9,1.5,,50,,76,,13.3,11.2,1011.8,,1020,,,
112,인천,2024-10-06 23:00,15,,,9,1.1,,70,,77,,13,10.9,1011.4,,1019.7,,,
112,인천,2024-10-07 0:00,15.2,,,9,1.6,,270,,77,,13.2,11.1,1011.3,,1019.5,,,
