일시,기온(°C),풍속(m/s),습도(%),강풍 특보,건조 특보,폭염 특보,한파 특보
2024-11-13 1:00,10.8,1.5,60,해당없음,해당없음,해당없음,해당없음
2024-11-13 2:00,10.7,1.0,66,해당없음,해당없음,해당없음,해당없음
2024-11-13 3:00,10.4,1.4,69,해당없음,해당없음,해당없음,해당없음
2024-11-13 4:00,10.1,1.0,72,해당없음,해당없음,해당없음,해당없음
2024-11-13 5:00,9.7,1.5,74,해당없음,해당없음,해당없음,해당없음
2024-11-13 6:00,9.9,1.9,79,해당없음,해당없음,해당없음,해당없음
2024-11-13 7:00,9.9,1.9,81,해당없음,해당없음,해당없음,해당없음
2024-11-13 8:00,10.3,2.4,79,해당없음,해당없음,해당없음,해당없음
2024-11-13 9:00,12.3,1.9,70,해당없음,해당없음,해당없음,해당없음
2024-11-13 10:00,14.3,1.7,63,해당없음,해당없음,해당없음,해당없음
2024-11-13 11:00,16.5,1.2,57,해당없음,해당없음,해당없음,해당없음
2024-11-13 12:00,19.1,1.6,54,해당없음,해당없음,해당없음,해당없음
2024-11-13 13:00,20.0,2.5,50,해당없음,해당없음,해당없음,해당없음
2024-11-13 14:00,19.8,3.6,44,해당없음,해당없음,해당없음,해당없음
2024-11-13 15:00,18.2,2.9,54,해당없음,해당없음,해당없음,해당없음
2024-11-13 16:00,17.4,2.5,53,해당없음,해당없음,해당없음,해당없음
2024-11-13 17:00,16.2,1.6,60,해당없음,해당없음,해당없음,해당없음
2024-11-13 18:00,15.5,1.8,63,해당없음,해당없음,해당없음,해당없음
2024-11-13 19:00,15.1,0.1,64,해당없음,해당없음,해당없음,해당없음
2024-11-13 20:00,14.8,2.3,70,해당없음,해당없음,해당없음,해당없음
2024-11-13 21:00,14.4,1.2,77,해당없음,해당없음,해당없음,해당없음
2024-11-13 22:00,14.0,0.9,73,해당없음,해당없음,해당없음,해당없음
2024-11-13 23:00,14.1,1.2,71,해당없음,해당없음,해당없음,해당없음
2024-11-14 0:00,14.5,0.5,68,해당없음,해당없음,해당없음,해당없음
2024-11-14 1:00,14.0,0.9,69,해당없음,해당없음,해당없음,해당없음
2024-11-14 2:00,13.9,0.4,68,해당없음,해당없음,해당없음,해당없음
2024-11-14 3:00,14.2,1.6,67,해당없음,해당없음,해당없음,해당없음
2024-11-14 4:00,14.3,2.5,66,해당없음,해당없음,해당없음,해당없음
2024-11-14 5:00,14.4,2.1,67,해당없음,해당없음,해당없음,해당없음
2024-11-14 6:00,14.4,2.3,67,해당없음,해당없음,해당없음,해당없음
2024-11-14 7:00,14.0,3.0,69,해당없음,해당없음,해당없음,해당없음
2024-11-14 8:00,14.3,2.3,69,해당없음,해당없음,해당없음,해당없음
2024-11-14 9:00,15.2,2.7,66,해당없음,해당없음,해당없음,해당없음
2024-11-14 10:00,15.2,3.5,65,해당없음,해당없음,해당없음,해당없음
2024-11-14 11:00,15.4,2.4,69,해당없음,해당없음,해당없음,해당없음
2024-11-14 12:00,16.2,1.4,68,해당없음,해당없음,해당없음,해당없음
2024-11-14 13:00,17.0,1.5,62,해당없음,해당없음,해당없음,해당없음
2024-11-14 14:00,17.0,1.6,60,해당없음,해당없음,해당없음,해당없음
2024-11-14 15:00,17.1,1.4,59,해당없음,해당없음,해당없음,해당없음
2024-11-14 16:00,16.8,1.2,62,해당없음,해당없음,해당없음,해당없음
2024-11-14 17:00,16.3,1.3,64,해당없음,해당없음,해당없음,해당없음
2024-11-14 18:00,16.0,1.6,66,해당없음,해당없음,해당없음,해당없음
2024-11-14 19:00,15.7,2.4,67,해당없음,해당없음,해당없음,해당없음
2024-11-14 20:00,15.5,1.1,70,해당없음,해당없음,해당없음,해당없음
2024-11-14 21:00,15.3,0.7,71,해당없음,해당없음,해당없음,해당없음
2024-11-14 22:00,15.2,1.5,70,해당없음,해당없음,해당없음,해당없음
2024-11-14 23:00,15.2,1.2,71,해당없음,해당없음,해당없음,해당없음
2024-11-15 0:00,15.0,2.1,71,해당없음,해당없음,해당없음,해당없음
2024-11-15 1:00,14.8,1.2,71,해당없음,해당없음,해당없음,해당없음
2024-11-15 2:00,14.7,1.2,76,해당없음,해당없음,해당없음,해당없음
2024-11-15 3:00,14.7,1.9,75,해당없음,해당없음,해당없음,해당없음
2024-11-15 4:00,14.8,2.3,74,해당없음,해당없음,해당없음,해당없음
2024-11-15 5:00,14.6,0.2,75,해당없음,해당없음,해당없음,해당없음
2024-11-15 6:00,14.5,1.6,76,해당없음,해당없음,해당없음,해당없음
2024-11-15 7:00,14.3,0.9,79,해당없음,해당없음,해당없음,해당없음
2024-11-15 8:00,14.1,0.9,83,해당없음,해당없음,해당없음,해당없음
2024-11-15 9:00,14.3,1.5,84,해당없음,해당없음,해당없음,해당없음
2024-11-15 10:00,15.0,1.7,80,해당없음,해당없음,해당없음,해당없음
2024-11-15 11:00,15.9,1.8,74,해당없음,해당없음,해당없음,해당없음
2024-11-15 12:00,17.2,1.7,69,해당없음,해당없음,해당없음,해당없음
2024-11-15 13:00,19.5,2.6,59,해당없음,해당없음,해당없음,해당없음
2024-11-15 14:00,20.2,2.0,55,해당없음,해당없음,해당없음,해당없음
2024-11-15 15:00,21.4,1.6,51,해당없음,해당없음,해당없음,해당없음
2024-11-15 16:00,21.0,1.5,49,해당없음,해당없음,해당없음,해당없음
2024-11-15 17:00,19.8,1.5,52,해당없음,해당없음,해당없음,해당없음
2024-11-15 18:00,18.7,1.2,55,해당없음,해당없음,해당없음,해당없음
2024-11-15 19:00,18.0,1.6,57,해당없음,해당없음,해당없음,해당없음
2024-11-15 20:00,17.9,1.6,57,해당없음,해당없음,해당없음,해당없음
2024-11-15 21:00,17.8,2.0,57,해당없음,해당없음,해당없음,해당없음
2024-11-15 22:00,16.9,2.3,59,해당없음,해당없음,해당없음,해당없음
2024-11-15 23:00,17.1,2.6,60,해당없음,해당없음,해당없음,해당없음
2024-11-16 0:00,17.1,2.4,60,해당없음,해당없음,해당없음,해당없음
2024-11-16 1:00,17.0,2.1,61,해당없음,해당없음,해당없음,해당없음
2024-11-16 2:00,16.9,2.1,63,해당없음,해당없음,해당없음,해당없음
2024-11-16 3:00,16.4,2.3,65,해당없음,해당없음,해당없음,해당없음
2024-11-16 4:00,16.7,2.6,66,해당없음,해당없음,해당없음,해당없음
2024-11-16 5:00,16.5,2.9,67,해당없음,해당없음,해당없음,해당없음
2024-11-16 6:00,16.1,2.8,69,해당없음,해당없음,해당없음,해당없음
2024-11-16 7:00,15.7,2.8,72,해당없음,해당없음,해당없음,해당없음
2024-11-16 8:00,16.1,2.7,71,해당없음,해당없음,해당없음,해당없음
2024-11-16 9:00,16.9,2.7,69,해당없음,해당없음,해당없음,해당없음
2024-11-16 10:00,19.0,2.9,63,해당없음,해당없음,해당없음,해당없음
2024-11-16 11:00,19.8,2.6,58,해당없음,해당없음,해당없음,해당없음
2024-11-16 12:00,20.6,2.9,50,해당없음,해당없음,해당없음,해당없음
2024-11-16 13:00,21.3,3.8,49,해당없음,해당없음,해당없음,해당없음
2024-11-16 14:00,19.3,3.0,59,해당없음,해당없음,해당없음,해당없음
2024-11-16 15:00,16.1,3.2,88,해당없음,해당없음,해당없음,해당없음
2024-11-16 16:00,15.7,2.6,93,해당없음,해당없음,해당없음,해당없음
2024-11-16 17:00,16.4,4.9,94,해당없음,해당없음,해당없음,해당없음
2024-11-16 18:00,16.1,2.3,93,해당없음,해당없음,해당없음,해당없음
2024-11-16 19:00,16.0,2.6,93,해당없음,해당없음,해당없음,해당없음
2024-11-16 20:00,16.1,1.3,93,해당없음,해당없음,해당없음,해당없음
2024-11-16 21:00,15.8,2.4,92,해당없음,해당없음,해당없음,해당없음
2024-11-16 22:00,15.2,3.1,88,해당없음,해당없음,해당없음,해당없음
2024-11-16 23:00,14.3,4.0,87,해당없음,해당없음,해당없음,해당없음
2024-11-17 0:00,13.6,4.6,85,해당없음,해당없음,해당없음,해당없음
2024-11-17 1:00,13.1,4.7,87,해당없음,해당없음,해당없음,해당없음
2024-11-17 2:00,11.4,6.1,78,해당없음,해당없음,해당없음,해당없음
2024-11-17 3:00,10.9,4.2,76,해당없음,해당없음,해당없음,해당없음
2024-11-17 4:00,10.1,6.0,69,해당없음,해당없음,해당없음,해당없음
2024-11-17 5:00,8.7,5.9,57,해당없음,해당없음,해당없음,해당없음
2024-11-17 6:00,8.0,4.9,54,해당없음,해당없음,해당없음,해당없음
2024-11-17 7:00,7.6,5.0,52,해당없음,해당없음,해당없음,해당없음
2024-11-17 8:00,7.2,5.7,46,해당없음,해당없음,해당없음,해당없음
2024-11-17 9:00,6.9,5.6,42,해당없음,해당없음,해당없음,해당없음
2024-11-17 10:00,6.8,4.8,42,해당없음,해당없음,해당없음,해당없음
2024-11-17 11:00,7.0,5.1,41,해당없음,해당없음,해당없음,해당없음
2024-11-17 12:00,7.3,5.1,41,해당없음,해당없음,해당없음,해당없음
2024-11-17 13:00,7.5,3.6,40,해당없음,해당없음,해당없음,해당없음
2024-11-17 14:00,8.4,3.7,35,해당없음,해당없음,해당없음,해당없음
2024-11-17 15:00,8.9,3.9,33,해당없음,해당없음,해당없음,해당없음
2024-11-17 16:00,8.4,6.7,29,해당없음,해당없음,해당없음,해당없음
2024-11-17 17:00,7.6,6.1,32,해당없음,해당없음,해당없음,해당없음
2024-11-17 18:00,6.5,8.5,34,해당없음,해당없음,해당없음,해당없음
2024-11-17 19:00,5.6,7.9,35,해당없음,해당없음,해당없음,해당없음
2024-11-17 20:00,4.9,8.2,38,해당없음,해당없음,해당없음,해당없음
2024-11-17 21:00,4.2,6.6,35,해당없음,해당없음,해당없음,해당없음
2024-11-17 22:00,3.8,6.8,34,해당없음,해당없음,해당없음,해당없음
2024-11-17 23:00,3.6,6.7,33,해당없음,해당없음,해당없음,해당없음
2024-11-18 0:00,3.2,6.0,31,해당없음,해당없음,해당없음,해당없음
2024-11-18 1:00,3.0,6.5,27,해당없음,해당없음,해당없음,해당없음
2024-11-18 2:00,2.9,5.9,30,해당없음,해당없음,해당없음,해당없음
2024-11-18 3:00,2.3,5.3,27,해당없음,해당없음,해당없음,해당없음
2024-11-18 4:00,2.1,6.8,28,해당없음,해당없음,해당없음,해당없음
2024-11-18 5:00,1.5,4.0,32,해당없음,해당없음,해당없음,해당없음
2024-11-18 6:00,1.2,4.6,34,해당없음,해당없음,해당없음,해당없음
2024-11-18 7:00,0.9,5.1,32,해당없음,해당없음,해당없음,해당없음
2024-11-18 8:00,0.8,5.2,31,해당없음,해당없음,해당없음,해당없음
2024-11-18 9:00,2.0,3.9,28,해당없음,해당없음,해당없음,해당없음
2024-11-18 10:00,2.5,5.2,26,해당없음,해당없음,해당없음,해당없음
2024-11-18 11:00,3.3,3.8,26,해당없음,해당없음,해당없음,해당없음
2024-11-18 12:00,4.5,4.1,26,해당없음,해당없음,해당없음,해당없음
2024-11-18 13:00,5.2,3.8,28,해당없음,해당없음,해당없음,해당없음
2024-11-18 14:00,5.7,2.9,29,해당없음,해당없음,해당없음,해당없음
2024-11-18 15:00,5.7,3.4,26,해당없음,해당없음,해당없음,해당없음
2024-11-18 16:00,5.5,4.1,29,해당없음,해당없음,해당없음,해당없음
2024-11-18 17:00,4.7,3.6,28,해당없음,해당없음,해당없음,해당없음
2024-11-18 18:00,3.7,3.7,30,해당없음,해당없음,해당없음,해당없음
2024-11-18 19:00,3.4,3.6,30,해당없음,해당없음,해당없음,해당없음
2024-11-18 20:00,2.7,3.2,35,해당없음,해당없음,해당없음,해당없음
2024-11-18 21:00,2.0,3.0,38,해당없음,해당없음,해당없음,해당없음
2024-11-18 22:00,1.4,2.5,40,해당없음,해당없음,해당없음,해당없음
2024-11-18 23:00,1.3,2.4,41,해당없음,해당없음,해당없음,해당없음
2024-11-19 0:00,1.3,2.5,40,해당없음,해당없음,해당없음,해당없음
2024-11-19 1:00,0.8,2.1,43,해당없음,해당없음,해당없음,해당없음
2024-11-19 2:00,0.7,1.9,47,해당없음,해당없음,해당없음,해당없음
2024-11-19 3:00,0.6,1.1,48,해당없음,해당없음,해당없음,해당없음
2024-11-19 4:00,0.6,1.5,49,해당없음,해당없음,해당없음,해당없음
2024-11-19 5:00,0.6,1.6,53,해당없음,해당없음,해당없음,해당없음
2024-11-19 6:00,0.6,1.7,58,해당없음,해당없음,해당없음,해당없음
2024-11-19 7:00,0.6,1.0,62,해당없음,해당없음,해당없음,해당없음
2024-11-19 8:00,0.8,1.0,63,해당없음,해당없음,해당없음,해당없음
2024-11-19 9:00,3.8,2.2,53,해당없음,해당없음,해당없음,해당없음
2024-11-19 10:00,4.6,1.6,50,해당없음,해당없음,해당없음,해당없음
2024-11-19 11:00,6.7,2.1,47,해당없음,해당없음,해당없음,해당없음
2024-11-19 12:00,8.4,1.5,43,해당없음,해당없음,해당없음,해당없음
2024-11-19 13:00,8.6,2.3,44,해당없음,해당없음,해당없음,해당없음
2024-11-19 14:00,8.5,2.3,48,해당없음,해당없음,해당없음,해당없음
2024-11-19 15:00,9.0,1.8,48,해당없음,해당없음,해당없음,해당없음
2024-11-19 16:00,8.8,2.2,43,해당없음,해당없음,해당없음,해당없음
2024-11-19 17:00,8.0,1.3,43,해당없음,해당없음,해당없음,해당없음
2024-11-19 18:00,6.8,2.0,55,해당없음,해당없음,해당없음,해당없음
2024-11-19 19:00,6.2,1.6,57,해당없음,해당없음,해당없음,해당없음
2024-11-19 20:00,5.3,1.7,56,해당없음,해당없음,해당없음,해당없음
2024-11-19 21:00,5.4,2.0,57,해당없음,해당없음,해당없음,해당없음
2024-11-19 22:00,5.2,1.9,55,해당없음,해당없음,해당없음,해당없음
2024-11-19 23:00,4.6,2.0,58,해당없음,해당없음,해당없음,해당없음
2024-11-20 0:00,4.6,2.0,58,해당없음,해당없음,해당없음,해당없음
2024-11-20 1:00,4.3,2.2,57,해당없음,해당없음,해당없음,해당없음
2024-11-20 2:00,3.9,1.8,61,해당없음,해당없음,해당없음,해당없음
2024-11-20 3:00,3.7,0.6,62,해당없음,해당없음,해당없음,해당없음
2024-11-20 4:00,3.9,1.2,59,해당없음,해당없음,해당없음,해당없음
2024-11-20 5:00,4.1,1.1,57,해당없음,해당없음,해당없음,해당없음
2024-11-20 6:00,4.3,1.2,55,해당없음,해당없음,해당없음,해당없음
2024-11-20 7:00,4.7,1.2,56,해당없음,해당없음,해당없음,해당없음
2024-11-20 8:00,4.7,1.5,59,해당없음,해당없음,해당없음,해당없음
2024-11-20 9:00,5.9,1.2,53,해당없음,해당없음,해당없음,해당없음
2024-11-20 10:00,8.3,1.1,39,해당없음,해당없음,해당없음,해당없음
2024-11-20 11:00,8.9,1.9,41,해당없음,해당없음,해당없음,해당없음
2024-11-20 12:00,9.5,1.6,42,해당없음,해당없음,해당없음,해당없음
2024-11-20 13:00,9.7,1.3,49,해당없음,해당없음,해당없음,해당없음
2024-11-20 14:00,9.3,2.5,54,해당없음,해당없음,해당없음,해당없음
2024-11-20 15:00,8.5,2.2,67,해당없음,해당없음,해당없음,해당없음
2024-11-20 16:00,7.8,2.2,80,해당없음,해당없음,해당없음,해당없음
2024-11-20 17:00,8.0,2.1,75,해당없음,해당없음,해당없음,해당없음
2024-11-20 18:00,8.2,2.1,73,해당없음,해당없음,해당없음,해당없음
2024-11-20 19:00,8.1,1.3,75,해당없음,해당없음,해당없음,해당없음
2024-11-20 20:00,7.8,0.9,77,해당없음,해당없음,해당없음,해당없음
2024-11-20 21:00,7.2,1.5,77,해당없음,해당없음,해당없음,해당없음
2024-11-20 22:00,7.3,1.3,79,해당없음,해당없음,해당없음,해당없음
2024-11-20 23:00,7.5,1.3,79,해당없음,해당없음,해당없음,해당없음
2024-11-21 0:00,7.6,1.8,85,해당없음,해당없음,해당없음,해당없음
2024-11-21 1:00,7.6,1.4,86,해당없음,해당없음,해당없음,해당없음
2024-11-21 2:00,7.6,1.3,86,해당없음,해당없음,해당없음,해당없음
2024-11-21 3:00,7.4,1.4,86,해당없음,해당없음,해당없음,해당없음
2024-11-21 4:00,7.4,0.1,86,해당없음,해당없음,해당없음,해당없음
2024-11-21 5:00,7.2,2.3,88,해당없음,해당없음,해당없음,해당없음
2024-11-21 6:00,7.0,1.8,89,해당없음,해당없음,해당없음,해당없음
2024-11-21 7:00,6.6,2.0,89,해당없음,해당없음,해당없음,해당없음
2024-11-21 8:00,6.7,2.1,91,해당없음,해당없음,해당없음,해당없음
2024-11-21 9:00,7.9,1.6,89,해당없음,해당없음,해당없음,해당없음
2024-11-21 10:00,9.8,1.4,85,해당없음,해당없음,해당없음,해당없음
2024-11-21 11:00,11.5,1.8,81,해당없음,해당없음,해당없음,해당없음
2024-11-21 12:00,12.4,2.4,75,해당없음,해당없음,해당없음,해당없음
2024-11-21 13:00,13.3,2.6,70,해당없음,해당없음,해당없음,해당없음
2024-11-21 14:00,12.3,3.4,77,해당없음,해당없음,해당없음,해당없음
2024-11-21 15:00,13.0,3.1,64,해당없음,해당없음,해당없음,해당없음
2024-11-21 16:00,13.3,4.9,55,해당없음,해당없음,해당없음,해당없음
2024-11-21 17:00,12.6,5.1,64,해당없음,해당없음,해당없음,해당없음
2024-11-21 18:00,12.3,4.1,69,해당없음,해당없음,해당없음,해당없음
2024-11-21 19:00,12.1,4.7,64,해당없음,해당없음,해당없음,해당없음
2024-11-21 20:00,12.1,3.9,72,해당없음,해당없음,해당없음,해당없음
2024-11-21 21:00,11.9,2.9,68,해당없음,해당없음,해당없음,해당없음
2024-11-21 22:00,11.2,5.6,73,해당없음,해당없음,해당없음,해당없음
2024-11-21 23:00,9.7,6.1,54,해당없음,해당없음,해당없음,해당없음
2024-11-22 0:00,8.6,3.7,59,해당없음,해당없음,해당없음,해당없음
2024-11-22 1:00,7.9,3.7,59,해당없음,해당없음,해당없음,해당없음
2024-11-22 2:00,7.4,2.9,61,해당없음,해당없음,해당없음,해당없음
2024-11-22 3:00,7.0,4.2,58,해당없음,해당없음,해당없음,해당없음
2024-11-22 4:00,6.3,3.2,61,해당없음,해당없음,해당없음,해당없음
2024-11-22 5:00,5.9,4.6,59,해당없음,해당없음,해당없음,해당없음
2024-11-22 6:00,5.4,3.2,61,해당없음,해당없음,해당없음,해당없음
2024-11-22 7:00,5.3,4.5,57,해당없음,해당없음,해당없음,해당없음
2024-11-22 8:00,5.1,3.1,57,해당없음,해당없음,해당없음,해당없음
2024-11-22 9:00,5.7,4.4,54,해당없음,해당없음,해당없음,해당없음
2024-11-22 10:00,6.7,4.4,47,해당없음,해당없음,해당없음,해당없음
2024-11-22 11:00,7.2,4.6,44,해당없음,해당없음,해당없음,해당없음
2024-11-22 12:00,8.1,3.0,44,해당없음,해당없음,해당없음,해당없음
2024-11-22 13:00,8.5,3.8,39,해당없음,해당없음,해당없음,해당없음
2024-11-22 14:00,9.1,4.0,35,해당없음,해당없음,해당없음,해당없음
2024-11-22 15:00,9.1,4.2,32,해당없음,해당없음,해당없음,해당없음
2024-11-22 16:00,9.0,3.0,31,해당없음,해당없음,해당없음,해당없음
2024-11-22 17:00,8.0,3.2,34,해당없음,해당없음,해당없음,해당없음
2024-11-22 18:00,7.0,2.9,41,해당없음,해당없음,해당없음,해당없음
2024-11-22 19:00,6.5,3.8,40,해당없음,해당없음,해당없음,해당없음
2024-11-22 20:00,6.0,2.6,43,해당없음,해당없음,해당없음,해당없음
2024-11-22 21:00,5.4,3.4,40,해당없음,해당없음,해당없음,해당없음
2024-11-22 22:00,4.9,2.8,40,해당없음,해당없음,해당없음,해당없음
2024-11-22 23:00,4.5,2.7,43,해당없음,해당없음,해당없음,해당없음
2024-11-23 0:00,4.2,2.9,43,해당없음,해당없음,해당없음,해당없음
2024-11-23 1:00,3.5,1.9,46,해당없음,해당없음,해당없음,해당없음
2024-11-23 2:00,3.5,2.6,46,해당없음,해당없음,해당없음,해당없음
2024-11-23 3:00,3.1,2.7,50,해당없음,해당없음,해당없음,해당없음
2024-11-23 4:00,2.8,3.0,52,해당없음,해당없음,해당없음,해당없음
2024-11-23 5:00,2.5,2.6,54,해당없음,해당없음,해당없음,해당없음
2024-11-23 6:00,2.2,2.9,56,해당없음,해당없음,해당없음,해당없음
2024-11-23 7:00,2.0,2.8,56,해당없음,해당없음,해당없음,해당없음
2024-11-23 8:00,2.1,2.5,55,해당없음,해당없음,해당없음,해당없음
2024-11-23 9:00,3.6,2.0,53,해당없음,해당없음,해당없음,해당없음
2024-11-23 10:00,5.5,2.2,49,해당없음,해당없음,해당없음,해당없음
2024-11-23 11:00,8.3,1.6,40,해당없음,해당없음,해당없음,해당없음
2024-11-23 12:00,9.9,2.2,36,해당없음,해당없음,해당없음,해당없음
2024-11-23 13:00,10.9,1.3,33,해당없음,해당없음,해당없음,해당없음
2024-11-23 14:00,11.9,0.8,31,해당없음,해당없음,해당없음,해당없음
2024-11-23 15:00,11.5,1.9,31,해당없음,해당없음,해당없음,해당없음
2024-11-23 16:00,11.1,2.0,32,해당없음,해당없음,해당없음,해당없음
2024-11-23 17:00,10.2,2.1,35,해당없음,해당없음,해당없음,해당없음
2024-11-23 18:00,8.8,2.5,46,해당없음,해당없음,해당없음,해당없음
2024-11-23 19:00,8.3,2.7,55,해당없음,해당없음,해당없음,해당없음
2024-11-23 20:00,7.6,2.2,48,해당없음,해당없음,해당없음,해당없음
2024-11-23 21:00,7.1,2.3,50,해당없음,해당없음,해당없음,해당없음
2024-11-23 22:00,6.7,2.2,48,해당없음,해당없음,해당없음,해당없음
2024-11-23 23:00,6.6,2.8,49,해당없음,해당없음,해당없음,해당없음
2024-11-24 0:00,6.0,2.8,53,해당없음,해당없음,해당없음,해당없음
2024-11-24 1:00,5.6,2.7,54,해당없음,해당없음,해당없음,해당없음
2024-11-24 2:00,5.2,1.5,56,해당없음,해당없음,해당없음,해당없음
2024-11-24 3:00,5.2,2.0,62,해당없음,해당없음,해당없음,해당없음
2024-11-24 4:00,5.0,1.2,63,해당없음,해당없음,해당없음,해당없음
2024-11-24 5:00,4.3,1.3,68,해당없음,해당없음,해당없음,해당없음
2024-11-24 6:00,3.8,1.3,71,해당없음,해당없음,해당없음,해당없음
2024-11-24 7:00,3.4,1.5,74,해당없음,해당없음,해당없음,해당없음
2024-11-24 8:00,3.4,1.1,74,해당없음,해당없음,해당없음,해당없음
2024-11-24 9:00,5.7,2.2,66,해당없음,해당없음,해당없음,해당없음
2024-11-24 10:00,7.9,1.0,60,해당없음,해당없음,해당없음,해당없음
2024-11-24 11:00,9.3,1.4,60,해당없음,해당없음,해당없음,해당없음
2024-11-24 12:00,10.0,2.1,57,해당없음,해당없음,해당없음,해당없음
2024-11-24 13:00,10.8,2.0,53,해당없음,해당없음,해당없음,해당없음
2024-11-24 14:00,11.3,2.5,51,해당없음,해당없음,해당없음,해당없음
2024-11-24 15:00,11.8,1.9,48,해당없음,해당없음,해당없음,해당없음
2024-11-24 16:00,11.4,2.3,48,해당없음,해당없음,해당없음,해당없음
2024-11-24 17:00,9.8,2.5,55,해당없음,해당없음,해당없음,해당없음
2024-11-24 18:00,8.9,2.5,51,해당없음,해당없음,해당없음,해당없음
2024-11-24 19:00,8.3,3.1,51,해당없음,해당없음,해당없음,해당없음
2024-11-24 20:00,7.9,2.3,52,해당없음,해당없음,해당없음,해당없음
2024-11-24 21:00,7.7,2.3,49,해당없음,해당없음,해당없음,해당없음
2024-11-24 22:00,7.6,2.2,51,해당없음,해당없음,해당없음,해당없음
2024-11-24 23:00,7.2,2.8,58,해당없음,해당없음,해당없음,해당없음
2024-11-25 0:00,7.0,2.8,57,해당없음,해당없음,해당없음,해당없음
2024-11-25 1:00,6.7,2.1,58,해당없음,해당없음,해당없음,해당없음
2024-11-25 2:00,7.4,2.9,49,해당없음,해당없음,해당없음,해당없음
2024-11-25 3:00,6.5,0.7,53,해당없음,해당없음,해당없음,해당없음
2024-11-25 4:00,6.5,2.6,63,해당없음,해당없음,해당없음,해당없음
2024-11-25 5:00,6.5,2.2,61,해당없음,해당없음,해당없음,해당없음
2024-11-25 6:00,6.2,3.1,63,해당없음,해당없음,해당없음,해당없음
2024-11-25 7:00,5.8,3.3,65,해당없음,해당없음,해당없음,해당없음
2024-11-25 8:00,5.6,1.2,67,해당없음,해당없음,해당없음,해당없음
2024-11-25 9:00,7.2,0.9,64,해당없음,해당없음,해당없음,해당없음
2024-11-25 10:00,10.2,2.2,56,해당없음,해당없음,해당없음,해당없음
2024-11-25 11:00,12.4,2.5,52,해당없음,해당없음,해당없음,해당없음
2024-11-25 12:00,14.8,2.9,48,해당없음,해당없음,해당없음,해당없음
2024-11-25 13:00,15.6,3.6,46,해당없음,해당없음,해당없음,해당없음
2024-11-25 14:00,16.2,2.9,48,해당없음,해당없음,해당없음,해당없음
2024-11-25 15:00,15.5,2.0,49,해당없음,해당없음,해당없음,해당없음
2024-11-25 16:00,15.4,2.5,51,해당없음,해당없음,해당없음,해당없음
2024-11-25 17:00,14.2,3.2,52,해당없음,해당없음,해당없음,해당없음
2024-11-25 18:00,13.5,2.9,51,해당없음,해당없음,해당없음,해당없음
2024-11-25 19:00,13.2,4.1,46,해당없음,해당없음,해당없음,해당없음
2024-11-25 20:00,13.2,4.5,50,해당없음,해당없음,해당없음,해당없음
2024-11-25 21:00,13.1,4.6,55,해당없음,해당없음,해당없음,해당없음
2024-11-25 22:00,12.9,5.3,56,해당없음,해당없음,해당없음,해당없음
2024-11-25 23:00,12.8,4.5,57,해당없음,해당없음,해당없음,해당없음
2024-11-26 0:00,12.5,4.3,57,해당없음,해당없음,해당없음,해당없음
2024-11-26 1:00,11.0,4.7,74,해당없음,해당없음,해당없음,해당없음
2024-11-26 2:00,9.7,3.3,86,해당없음,해당없음,해당없음,해당없음
2024-11-26 3:00,9.3,3.6,92,해당없음,해당없음,해당없음,해당없음
2024-11-26 4:00,9.3,3.5,94,해당없음,해당없음,해당없음,해당없음
2024-11-26 5:00,9.4,2.7,94,해당없음,해당없음,해당없음,해당없음
2024-11-26 6:00,9.4,4.6,93,해당없음,해당없음,해당없음,해당없음
2024-11-26 7:00,9.0,3.4,91,해당없음,해당없음,해당없음,해당없음
2024-11-26 8:00,8.5,6.0,85,해당없음,해당없음,해당없음,해당없음
2024-11-26 9:00,8.3,6.0,75,해당없음,해당없음,해당없음,해당없음
2024-11-26 10:00,8.5,6.5,71,해당없음,해당없음,해당없음,해당없음
2024-11-26 11:00,8.5,6.0,67,해당없음,해당없음,해당없음,해당없음
2024-11-26 12:00,7.3,5.3,72,해당없음,해당없음,해당없음,해당없음
2024-11-26 13:00,7.2,8.0,65,해당없음,해당없음,해당없음,해당없음
2024-11-26 14:00,5.7,6.8,81,해당없음,해당없음,해당없음,해당없음
2024-11-26 15:00,5.6,6.4,78,해당없음,해당없음,해당없음,해당없음
2024-11-26 16:00,5.5,5.2,77,해당없음,해당없음,해당없음,해당없음
2024-11-26 17:00,4.3,3.8,88,해당없음,해당없음,해당없음,해당없음
2024-11-26 18:00,3.9,2.2,88,해당없음,해당없음,해당없음,해당없음
2024-11-26 19:00,3.7,4.3,89,해당없음,해당없음,해당없음,해당없음
2024-11-26 20:00,3.0,1.3,91,해당없음,해당없음,해당없음,해당없음
2024-11-26 21:00,2.3,1.2,92,해당없음,해당없음,해당없음,해당없음
2024-11-26 22:00,3.4,4.8,91,해당없음,해당없음,해당없음,해당없음
2024-11-26 23:00,2.7,6.2,90,해당없음,해당없음,해당없음,해당없음
2024-11-27 0:00,3.7,8.8,81,해당없음,해당없음,해당없음,해당없음
2024-11-27 1:00,2.6,5.6,88,해당없음,해당없음,해당없음,해당없음
2024-11-27 2:00,1.8,6.8,92,해당없음,해당없음,해당없음,해당없음
2024-11-27 3:00,0.9,7.7,97,해당없음,해당없음,해당없음,해당없음
2024-11-27 4:00,1.1,5.9,93,해당없음,해당없음,해당없음,해당없음
